journal_clean,year
L'Yonne républicaineNord; Sud,2013
Le Journal du Net JDN,2019
Action Co,2020
E marketing,2020
Chef d'Entreprise,2020
Le Point,2013
Protection sociale Informations,2018
01 net,2018
Sécurité Informatique,2019
Ouest France,2019
La Dépêche du MidiTarn Castres,2014
Nord Littoral,2016
Le Figaro,2019
Paris Normandie,2018
La Correspondance de la Presse,2018
La Correspondance de la Publicité,2018
La Correspondance de la Presse,2018
L'Indépendant,2019
Silicon,2018
La Voix du NordArmentières,2018
La Dépêche du MidiLot,2018
l'Humanité,2020
Courrier picardCompiègne,2020
Sciences et Avenir,2017
Les Echos,2019
La Tribune,2016
Les Echos,2018
Entreprise et Carrières,2020
La Croix,2017
Aujourd'hui en France,2015
Le Télégramme Bretagne,2017
Le Maine LibreAngers; Cholet; Deux Sevres; Nord Anjou; Saumur,2017
E marketing,2020
Les Echos,2016
Les Echos,2016
L'Usine Nouvelle,2018
E marketing,2019
Le Figaro,2015
Le Parisien,2012
L'AGEFI,2020
Acteurs Publics,2020
AFP Infos Mondiales,2020
La Voix du NordDunkerque,2018
La Voix du NordToutes éditions,2018
La Voix du NordDunkerque,2020
Silicon,2019
La Dépêche du MidiAveyron,2016
Ouest France,2012
Ouest France,2020
TOM,2019
Le Point,2016
Le Figaro,2019
L'Union FranceReims,2017
La Montagne,2020
Boursier,2019
Funds,2019
20 Minutes,2018
Les Echos,2017
La Provence,2019
La Correspondance économique,2020
Le Quotidien du Médecin,2019
L'Usine Nouvelle,2018
L'Usine Nouvelle,2020
Paris Normandie,2017
La Recherche,2019
La Provence,2017
L'AGEFI,2017
Supply Chain Magazine,2020
Le Figaro,2019
Les Echos,2019
Sud Ouest,2018
Relation Client,2020
E marketing,2020
Emerce,2020
Le Monde,2014
Les Echos,2019
L'Express,2012
Sud Ouest,2020
L'AGEFI,2017
La Dépêche du MidiLot,2019
L'Union FranceL'Ardennais,2019
Stratégie,2018
Stratégie,2018
La Croix,2020
Challenges,2019
Valeurs Actuelles,2018
Midi Libre,2018
Actu Environnement,2019
La Tribune,2017
Sciences et Avenir,2018
Les Echos,2019
Ouest France,2019
L'AGEFI,2018
L'AGEFI,2012
L'AGEFI,2017
L'AGEFI,2016
L'AGEFI,2020
L'AGEFI,2012
La Tribune,2018
Boursier,2016
L'Indépendant,2018
Investir Le Journal des finances,2017
Boursier,2020
Aujourd'hui en France,2015
L'AGEFI,2020
Air et Cosmos,2017
Air et Cosmos,2017
Libération,2019
Le Monde,2017
Le Monde,2017
Les Echos,2019
Décideurs Magazine,2018
Décideurs Magazine,2017
Décideurs Magazine,2017
Décideurs Magazine,2018
Décideurs Magazine,2017
La Vie,2019
Paris Normandie,2011
Le Monde,2016
Sciences et Avenir,2016
La Dépêche du MidiGÉNÉRAL,2016
Le Monde,2016
La Recherche,2019
La Tribune,2017
La République du Centre,2012
Sciences et Avenir,2017
Midi Libre,2017
Les Echos,2019
Chef d'Entreprise,2019
L'Echo touristique,2015
LSA,2020
L'Écho touristique,2018
Le Progrès Lyon,2020
LSA,2020
L'Usine Nouvelle,2020
Industrie et Technologies,2016
L'Argus de l'assurance,2019
E marketing,2019
L'Usine Nouvelle,2020
Télérama,2020
Biotech.Info 3.0,2018
Le Figaro,2016
marieance,2018
Le Parisien,2020
Aujourd'hui en France ÉconomieEdition Principale,2020
Ouest France,2017
Ouest France,2017
La Tribune,2019
L'Usine Nouvelle,2018
Le Berry républicainCher,2017
Sciences et Avenir,2018
Process Alimentaire,2014
L'AGEFI,2018
L'Usine Nouvelle,2020
L'Usine Nouvelle,2018
L'Usine Nouvelle,2020
L'Usine Nouvelle,2018
L'Usine Nouvelle,2019
L'Usine Nouvelle,2019
La Tribune,2019
Mer et Marine,2018
Mer et Marine,2020
Mer et Marine,2018
Charente LibreToutes,2018
Le Figaro,2019
Atlantico,2017
Sciences et Avenir,2020
Sciences et Avenir,2018
Libération,2018
Les Echos,2019
Le Figaro,2019
Revue Lamy Droit civil,2017
Sud Ouest,2015
Le Figaro Étudiant,2020
Sud Ouest,2018
Nord Littoral,2017
L'AGEFI,2019
Les Echos,2018
Capital Finance,2017
Capital Finance,2017
Capital Finance,2018
Ouest France,2016
La Voix du NordToutes éditions,2014
Les Echos,2018
Aujourd'hui en FranceEdition Principale,2017
L'Usine Nouvelle,2020
La Provence,2013
Le Journal du Net JDN,2020
L'Usine Nouvelle,2019
L'Indépendant,2018
L'Indépendant,2018
L'Indépendant,2017
L'Indépendant,2017
La Tribune,2019
Les Echos,2019
L'Usine Nouvelle,2020
La Tribune,2017
La Provence,2019
Sud Ouest,2015
IT for Business,2018
Décideurs Magazine,2019
L'Indépendant,2018
Le Moniteur des Travaux Publics et du Bâtiment,2019
La Voix du NordRoubaix,2017
mind Fintech,2018
Nord ÉclairToutes éditions,2018
L'AGEFI,2016
Midi Libre,2019
Le Figaro,2019
Courrier picardAmiens,2019
Industrie et Technologies,2018
L'Usine Nouvelle,2012
L'AGEFI,2020
La Tribune,2015
Le Figaro,2015
L'Usine Nouvelle,2018
Les Echos,2017
L'Express,2019
Le Télégramme Bretagne,2018
L'Usine Nouvelle,2018
L'Usine Nouvelle,2017
Les Echos,2017
Les Echos,2015
Boursier,2018
Libération,2012
Le Monde,2012
L'Argus de l'assurance,2019
Entreprise et Carrières,2018
Entreprise et Carrières,2018
La Provence,2019
La Provence,2019
Télérama,2016
Le Maine LibreGrand Mans; Haute Sarthe; Sarthe Loir,2020
Le Moniteur des Travaux Publics et du Bâtiment,2019
Le Point,2020
L'Usine Nouvelle,2017
L'Usine Nouvelle,2018
Ouest France,2020
L'Usine Nouvelle,2015
Les Echos,2017
Acteurs Publics,2019
Le Figaro,2020
La Provence,2020
La Nouvelle République du Centre OuestDEUX SEVRES,2018
L'Observatoire des Produits Bancaires,2018
L'Observatoire des Produits Bancaires,2018
Intelligence Online Éditionançaise,2012
Industrie et Technologies,2018
Le Particulier,2020
Le Particulier Santé,2020
Process Alimentaire,2016
L'Usine Nouvelle,2019
Le Journal du Net JDN,2020
Sud Ouest,2018
La Provence,2018
Le Figaro Magazine,2018
Entreprise et Carrières,2017
Challenges,2017
Le Bien Public,2017
L'Est Républicain,2017
Sciences et Avenir,2020
L'Est Républicain,2019
Entreprise et Carrières,2017
Entreprise et Carrières,2016
Midi Libre,2018
IT for Business,2016
IT for Business,2019
Le Journal des entreprises,2017
Le Progrès de FécampEure; Pays de Caux; Dieppe Pays de Bray; Grand Rouen Elbeuf; Eure; Le Havre; France; Eure; Pays de Caux; Dieppe Pays de Bray; Grand Rouen Elbeuf; Eure; Le Havre; France; Eure; Pays de Caux; Dieppe Pays de Bray; Grand Rouen Elbeuf; Eure; Le Havre; France; Eure; Pays de Caux; Dieppe Pays de Bray; Grand Rouen Elbeuf; Eure; Le Havre; France,2018
01 net,2018
Le Nouveau Magazine Littéraire,2019
IT for Business,2019
La Recherche,2017
La Lettre de l'Expansion,2015
Points de Vente,2020
IT for Business,2016
01 net,2020
01 net,2019
Mieux Vivre Votre Argent,2017
Charente LibreToutes,2019
Coiffure de Paris,2019
L'Obs,2019
Le Nouveau Magazine Littéraire,2019
Environnement Magazine,2013
L'Usine Nouvelle,2017
CosmétiqueMag Hebdo,2018
CosmétiqueMag,2018
L'AGEFI,2016
Liaisons sociales Magazine,2019
Ouest France,2014
Marketing France,2019
Capital Finance,2018
Votre argent,2018
L'Usine Nouvelle,2017
TOM,2020
Stratégie,2019
Air et Cosmos,2019
Restauration Collective,2017
Les Echos,2019
Boursier,2016
Les Echos,2019
La Lettre de l'Expansion,2017
Mesures,2019
Investir,2019
Investir,2020
Investir,2019
Investir,2020
Investir,2020
Investir,2020
Investir,2018
Cercle Finance,2015
Le Point,2011
Le Point,2011
Le Progrès Lyon,2020
Valeurs Actuelles,2017
L'Usine Nouvelle,2018
La Provence,2014
La Tribune,2014
Le Courrier de l'OuestAngers,2019
Le Figaro Magazine,2017
Le Figaro Magazine,2018
Libération,2013
Le Figaro,2017
Le Point,2016
Boursier,2014
Industrie et Technologies,2019
L'Usine Nouvelle,2015
TOM,2019
ChannelBiz,2019
Les Echos,2019
Chantiers de France,2017
Les Echos,2020
Capital Finance,2016
Les Echos,2019
L'Express,2018
Sud Ouest,2018
Valeurs Actuelles,2018
Valeurs Actuelles,2017
La Croix,2019
Le Monde,2020
Le Télégramme BretagneLORIENT,2018
Le Figaro,2018
Sud Ouest,2018
Bulletin Quotidien,2017
20 Minutes,2019
L'Est Républicain,2017
L'Est Républicain,2017
Capital Finance,2012
CFNEWS,2019
L'Obs,2020
L'Usine Nouvelle,2017
Réponses Photo,2020
Chantiers de France,2017
La Montagne,2020
L'Usine Nouvelle,2020
Capital Finance,2020
L'Usine Nouvelle,2020
Mieux Vivre Votre Argent,2019
01 net,2016
20 Minutes,2019
Capital Finance,2019
Capital Finance,2020
Capital Finance,2018
Capital Finance,2018
Capital Finance,2018
Capital Finance,2019
Industrie et Technologies,2016
Néorestauration,2020
Néorestauration,2020
L'Officiel des Transporteurs,2017
Stratégies,2019
Systèmes de Paiement Le Courrier de la Monétique,2018
Télérama,2018
La Voix du NordAvesnes,2015
Le Progrès Lyon,2019
Les Echos,2018
Le Bien PublicLons,2017
Le Télégramme Bretagne,2020
Capital Finance,2018
L'Argus de l'assurance,2017
Le Parisien,2015
Le Parisien,2015
L'Usine Nouvelle,2018
Aujourd'hui en FranceEdition Principale,2016
Le Télégramme BretagneLORIENT,2017
Madame Figaro,2019
Les Echos,2018
L'Usine Nouvelle,2018
Le Quotidien du Médecin,2020
L'Usine Nouvelle,2018
La Tribune,2015
L'Obs,2019
Les Echos,2020
La Tribune,2017
L'Union FranceVitry,2018
Le Point,2018
Le Progrès Lyon,2017
Ouest France,2019
Challenges,2018
L'Express,2019
Libération,2019
Stratégies,2015
Ouest France,2017
L'Obs,2019
JournalAuto,2019
Le Télégramme Bretagne,2019
Les Echos,2017
Libération,2019
01 net Hors série,2016
Le Figaro,2018
Le Télégramme Bretagne,2019
Le Point,2014
Le Figaro,2014
L'Express,2017
Les Echos,2017
01 net,2016
L'Express,2020
Le Monde,2015
Le Monde,2015
Les Echos,2018
Le Maine Libre,2017
Les Echos,2017
L'Union FranceVitry,2017
Sud Ouest,2019
Sciences et Avenir,2019
L'Usine Nouvelle,2018
Le Figaro,2018
Le Monde,2016
La Tribune,2016
La Tribune,2016
L'Union FranceVitry,2020
Aujourd'hui en France,2017
L'Obs,2018
L'Obs,2020
Aujourd'hui en France,2020
Les Echos,2020
Ouest France,2018
L'Indépendant,2020
La Tribune,2020
Nord Éclair,2015
Le Point,2016
01 net,2016
L'Usine Nouvelle,2018
La Tribune,2020
Le Point,2017
Le Parisien,2013
JournalAuto,2020
Points de Vente,2018
L'Express,2020
Chef d'Entreprise,2020
L'Usine Nouvelle,2019
Le Point,2018
Investir Le Journal des finances,2020
La Dépêche du MidiAveyron,2018
Les Echos,2017
Les Echos,2017
Les Echos,2018
Le Moniteur des Travaux Publics et du Bâtiment,2017
La Tribune,2018
Aujourd'hui en France,2016
L'Union FranceL'Union Ardennes,2020
Aujourd'hui en FranceEdition Principale,2018
L'Obs,2019
Le Point,2018
Le Journal des entreprises,2017
La Tribune,2018
Ouest France,2016
Challenges,2019
Le Courrier de l'OuestDeux Sevres,2018
L'Usine Nouvelle,2014
Cercle Finance,2019
La Correspondance de la Publicité,2014
Le Progrès Lyon,2018
La Tribune,2019
Les Echos,2017
Les Echos,2017
Aujourd'hui en France,2017
L'Usine Nouvelle,2017
20 Minutes,2015
Le Huffington Post,2016
Le Point,2017
Le Maine LibreHaute Sarthe; Grand Mans; Sarthe Loir,2019
Le Figaro,2020
La Correspondance de la Publicité,2019
Ouest France,2011
Relation Client,2018
Le Maine LibreSarthe Loir,2015
mind Health,2018
Journal des Communes,2018
Les Echos,2019
Les Echos,2017
L'Est Républicain,2012
Environnement Magazine et Energie,2016
Courrier picardCompiègne,2020
La Correspondance de la Publicité,2018
La Correspondance de la Publicité,2018
La Correspondance de la Publicité,2017
E marketing,2020
Action Co,2016
Les Echos,2017
La Vie,2019
Le Courrier de l'OuestDeux Sevres,2017
La Tribune,2018
L'Usine Nouvelle,2020
Sud Ouest,2017
L'Équipe,2019
Les Echos,2018
Challenges,2018
La Dépêche du MidiGÉNÉRAL,2018
Le Figaro,2020
L'Union FranceL'Union Ardennes,2019
Courrier picardSaint Quentin,2017
L'AGEFI,2020
La Dépêche du MidiGÉNÉRAL,2018
20 Minutes,2018
Atlantico,2019
Le Monde,2018
Libération,2018
L'Obs,2019
Centre Presse AveyronRODEZ_CP,2018
Libération,2018
Libération,2018
Aujourd'hui en FranceEdition Principale,2018
La Provence,2018
L'Union FranceL'Ardennais,2017
L'AGEFI,2019
IT for Business,2018
Le Figaro,2017
Le Figaro,2019
La Dépêche du MidiComminges; Toulouse,2017
Liaisons sociales Quotidien,2016
Courrier international,2020
Le Parisien,2019
Challenges,2019
Midi Libre,2018
Midi Libre,2018
L'Indépendant,2018
Libération,2013
CosmétiqueMag,2019
Aujourd'hui en FranceEdition Principale,2016
La Lettre de l'Expansion,2017
La Dépêche du MidiGÉNÉRAL,2020
Sciences et Avenir,2019
Capital Finance,2016
La Tribune,2016
Le Journal de Saône et Loire,2019
Les Echos,2017
L'Express,2017
Le Monde,2013
Ouest France,2016
Ouest France,2016
Le Monde,2017
Le Monde,2018
01 Business et technologies,2013
Les Echos,2018
Libération,2020
La Recherche,2018
L'Indépendant,2019
Le Parisien,2018
Les Echos,2017
Libération,2015
Le Figaro,2017
La Tribune,2015
Relation Client,2018
Le Monde,2015
La Tribune,2018
Capital Finance,2018
Rue89,2016
Le Progrès Lyon,2016
Ouest France,2019
L'Express,2016
Les Echos,2017
Le Quotidien du Médecin,2017
Les Echos,2016
Les Echos,2018
Les Echos,2017
L'Union FranceL'Union Ardennes,2017
Le Bien Public,2017
Le Point,2017
La Recherche,2019
La Tribune,2014
Libération,2016
IT for Business,2020
Les Echos,2018
L'AGEFI,2016
La Correspondance de la Presse,2014
Les Echos,2018
Ouest France,2018
La Tribune,2018
L'Usine Nouvelle,2018
La Tribune,2017
La Tribune,2017
La Tribune,2017
La Tribune,2017
La Tribune,2017
La Tribune,2017
Les Echos,2017
Aujourd'hui en France,2017
Ouest France,2017
Ouest France,2017
La Lettre de l'Expansion,2018
La Correspondance de la Publicité,2018
Sud Ouest,2019
Le Figaro,2017
La Tribune,2018
L'Usine Nouvelle,2019
Les Echos,2017
L'Usine Nouvelle,2020
L'Usine Nouvelle,2019
Relation Client,2017
RiskAssur,2019
Boursier,2019
Points de Vente,2019
Libération,2020
Le Point,2020
Les Echos,2019
Le Figaro,2018
Les Echos,2019
L'Obs,2018
Stratégie,2018
La Tribune,2018
Paris Normandie,2019
E marketing,2019
E marketing,2019
Option Finance,2020
Le Progrès Lyon,2020
Action Co,2019
Les Echos,2020
La Tribune,2020
L'AGEFI,2020
Le Figaro,2018
Le Journal du Net JDN,2020
La Lettre de l'Expansion,2019
La Croix,2018
Industrie et Technologies,2016
Les Echos,2018
Les Echos,2016
Libération,2018
L'Obs,2019
L'Obs,2019
Nord Littoral,2017
La Correspondance économique,2019
Les Echos,2019
Sud Ouest,2018
Silicon,2020
HuffPost France,2019
Le Point,2016
La Tribune,2017
Intelligence Onlineançais,2020
Le Figaro,2018
Les Echos,2017
L'Usine Nouvelle,2018
Madame Figaro,2020
Libération,2014
Les Echos,2015
Challenges,2020
L'Usine Nouvelle,2018
La Dépêche du MidiToulouse,2019
La Tribune,2016
Sports,2020
Les Echos,2017
Le Télégramme BretagneLORIENT,2016
Le Progrès Lyon,2020
Challenges,2018
Décision Achats,2019
La Montagne,2012
L'Usine Nouvelle,2019
Le Progrès Lyon,2015
CNews Matin Lyon Plus,2017
Le Progrès Lyon,2019
Le Progrès Lyon,2020
L'Est Républicain,2017
La Dépêche du MidiAveyron,2019
Lyon Plus,2012
Lyon Plus,2012
Le Progrès Lyon,2020
Lyon Plus,2013
CNews Matin Lyon Plus,2020
Stratégies,2016
Le Progrès Lyon,2015
L'Est Républicain,2019
L'Est Républicain,2018
L'Usine Nouvelle,2020
Libération,2015
Stratégies,2016
NewsPressançais,2016
La Nouvelle République du Centre Ouest,2019
Les Echos,2017
Le Monde,2019
Industrie et Technologies,2015
Revue Lamy de la concurrence,2019
Ouest France,2020
Le Figaro,2020
Atlantico,2014
CosmétiqueMag,2019
Ouest France,2020
Industrie et Technologies,2017
Le Figaro,2017
L'AGEFI,2020
Les Echos,2020
Les Echos,2013
La Tribune,2015
L'Express,2017
Le Figaro,2020
L'Indépendant,2019
L'Indépendant,2019
Le Figaro Magazine,2020
Libération,2015
Le Parisien,2018
La Voix du NordToutes éditions,2012
L'Usine Nouvelle,2020
Les Echos,2016
Les Echos,2018
Libération,2016
Les Echos,2019
Les Echos,2019
L'Usine Nouvelle,2020
La Provence,2018
Le Monde,2017
L'Usine Nouvelle,2020
Les Echos,2018
Historia,2019
L'Est Républicain,2018
L'Usine Nouvelle,2020
L'Usine Nouvelle,2018
TOM,2019
Le Moniteur Entrepreneurs et Installateurs,2020
Négoce,2020
L'Usine Nouvelle,2018
Ouest France,2019
Ouest France,2019
Ouest France,2014
Le Moniteur,2020
Tour Hebdo,2014
La Dépêche du MidiTarn Castres; Tarn Albi,2017
Sciences et Avenir,2018
L'AGEFI,2018
L'Usine Nouvelle,2016
L'Obs,2019
Grazia,2011
L'Obs,2018
L'Obs,2019
Marketing France,2018
Sciences et Avenir,2018
L'Obs,2019
Le Figaro,2018
Sud Ouest,2019
Midi Libre,2013
Sciences et Avenir,2018
Le Figaro,2018
Les Echos,2020
Les Echos,2020
Business Immo,2017
Business Immo,2016
Le Journal du Net JDN,2020
L'Usine Nouvelle,2018
Les Echos,2018
Valeurs Actuelles,2019
Capital Finance,2019
La Provence,2019
Ouest France,2018
Sud Ouest,2019
Le Monde,2015
L'Usine Nouvelle,2019
L'AGEFI,2020
Centre PresseRODEZ_CP,2012
Midi Libre,2012
Les Echos,2018
Les Echos,2017
Courrier international,2015
L'AGEFI,2020
Le Monde,2014
Le Monde,2018
Chef d'Entreprise,2016
Décision Achats,2016
TOM,2018
L'Usine Nouvelle,2017
Le Figaro,2019
Relation Client,2017
La Voix du NordToutes éditions,2014
La Tribune,2012
01 net,2018
Le Journal du Grand Paris,2018
L'Union FranceLaon,2020
Madame Figaro,2018
La République du Centre,2018
Le Figaro,2019
La Tribune,2018
La Tribune,2018
L'Express,2018
Le Quotidien du Médecin,2018
Artisans,2017
Le Figaro,2013
La Tribune,2014
RiskAssur hebdo,2013
La Tribune,2017
Décideurs Magazine,2019
Challenges,2020
Le Point,2018
L'Indépendant,2019
IT for Business,2020
Investir,2020
Le Courrier de l'OuestAngers; Cholet; Deux Sevres; Nord Anjou; Saumur,2017
Le Progrès Lyon,2018
Le Courrier de l'OuestAngers,2015
Le Jdd,2013
Le Télégramme BretagneLORIENT,2015
Le Figaro,2020
Libération,2018
Les Echos,2017
News Assurances,2013
Le Monde,2019
IT for Business,2020
Stratégie,2017
Sécurité Informatique,2016
Le Journal du Net JDN,2020
01 net,2020
Sciences et Avenir,2020
Les Echos,2016
L'Echo touristique,2016
Courrier International,2019
Le Télégramme BretagneBREST VILLE,2017
Rue89,2015
Le Journal des entreprises,2012
Libération,2016
Capital Finance,2017
TOM,2018
Les Echos,2016
La Tribune,2018
Capital Finance,2017
Challenges,2020
Les Echos,2018
LSA,2020
TOM,2018
Stratégies,2016
Investissement Conseils,2018
Le Figaro,2012
Libération,2014
Rue89,2016
l'Humanité,2017
Le Monde,2015
Le Figaro,2018
mind Media,2018
Points de Vente,2018
La Dépêche du MidiAriège,2015
LSA,2015
L'Argus de l'assurance,2020
Midi Libre,2020
Midi Libre,2014
Télérama,2015
l'Humanité,2015
mind Media,2018
Le Nouveau Magazine Littéraire,2019
Libération,2020
IT for Business,2020
Capital Finance,2016
Capital Finance,2016
Ouest France,2020
mind Health,2020
Capital Finance,2017
Ouest France,2020
Mind,2017
La Dépêche du MidiToulouse,2019
Le Progrès Lyon,2019
Le Télégramme Bretagne,2018
Capital Finance,2015
Silicon,2019
l'Humanité,2013
L'Usine Nouvelle,2019
L'Usine Nouvelle,2017
L'AGEFI,2018
Marketing France,2018
Sud Ouest,2015
L'Usine Nouvelle,2018
Sciences et Avenir,2018
Le Point,2014
Le Point,2014
Le Point,2017
Le Monde,2014
Le Figaro Étudiant,2016
La Croix,2011
La Tribune,2019
La Tribune,2017
Les Echos,2018
Les Echos,2018
Les Echos,2019
La Croix,2016
Le Figaro,2017
La Tribune,2018
Les Echos,2019
La Recherche,2019
La Voix du NordToutes éditions,2018
Le Courrier de l'OuestAngers; Cholet; Deux Sevres; Nord Anjou; Saumur,2017
Midi Libre,2019
Le Télégramme Bretagne,2019
La Tribune,2018
La Tribune,2018
Le Point,2020
Les Echos,2019
Les Echos,2018
L'Est Républicain,2016
L'Obs,2019
Le Point,2017
Décideurs Magazine,2018
La Tribune,2017
L'Usine Nouvelle,2018
Process Alimentaire,2016
Le Bien Public,2015
Process Alimentaire,2019
Le Quotidien du Médecin,2020
Les Echos,2016
Les Echos,2019
Les Echos,2019
Les Echos,2017
L'Usine Nouvelle,2020
TOM,2019
L'Usine Nouvelle,2016
Sciences et Avenir,2017
L'Expansion,2015
La Dépêche du MidiTarn,2020
Les Echos,2017
Les Echos,2019
Mind,2018
L'AGEFI,2020
ElectroniqueS,2020
La Tribune,2018
Le Figaro,2019
Action Co,2019
Emerce,2019
L'Usine Nouvelle,2018
La Provence,2019
Le Monde,2017
CosmétiqueMag Hebdo,2018
L'Echo républicain,2015
Le Journal du Grand Paris,2018
L'Usine Nouvelle,2017
Process Alimentaire,2012
Option Finance,2019
IT for Business,2018
La Dépêche du MidiTarn,2014
LSA,2017
Technologies Bancaires,2018
L'Usine Nouvelle,2020
L'Usine Nouvelle,2017
Stratégies – Le 13H,2020
